,molecule_chembl_id,canonical_smiles,IC50_nM
659,CHEMBL3775699,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCCC3)c2)c(F)c1,100000.0
660,CHEMBL3775954,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCC3)c2)c(F)c1,100000.0
661,CHEMBL42121,CCS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0
662,CHEMBL29333,NC(=O)c1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,100000.0
663,CHEMBL72093,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2cccc(C(=O)O)c2)cc1,100000.0
664,CHEMBL416394,COc1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,100000.0
665,CHEMBL28662,FC(F)(F)c1cc(-c2ccccc2)n(-c2ccccc2)n1,100000.0
666,CHEMBL18883,C[C@@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,100000.0
667,CHEMBL4559331,NS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(CCO)cc2)cc1,99000.0
668,CHEMBL4778555,CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,98800.0
669,CHEMBL1630245,CC1CCC(C)N1Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,96000.0
670,CHEMBL1088300,O=C(Nc1ccc(C(=O)c2ccc(Cl)cc2)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,95600.0
671,CHEMBL3309828,Cc1ccc(S(=O)(=O)N2N=C(C(F)(F)F)CC2c2ccc3ccccc3c2)cc1,95380.0
672,CHEMBL1088301,O=C(Nc1cccc(C(=O)c2ccc(Cl)cc2)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,95300.0
673,CHEMBL1076751,Cc1cccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)c1C,94700.0
674,CHEMBL745,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)cc1,93300.0
675,CHEMBL5080484,COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc1OC,92640.0
676,CHEMBL1076742,O=C(Nc1ccc(-c2ccccc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,92600.0
677,CHEMBL338126,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)cc2-c2ccc(F)cc2)cc1,92300.0
678,CHEMBL127120,CS(=O)(=O)c1ccc(-c2[nH]c(I)cc2-c2ccc(F)cc2)cc1,92300.0
679,CHEMBL227135,O=C1O[C@H](c2ccc(O)c(O)c2)[C@H]2CO[C@H](c3ccc(O)c(O)c3)[C@@H]12,90200.0
680,CHEMBL1087254,O=C(Nc1ccccc1CCc1ccc(Cl)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)C1,90000.0
681,CHEMBL4177170,NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,90000.0
682,CHEMBL3309827,Cc1ccc(S(=O)(=O)N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,89070.0
683,CHEMBL339221,CS(=O)(=O)c1ccc(-c2[nH]c(Cl)c(Br)c2-c2ccc(F)cc2)cc1,88000.0
684,CHEMBL308692,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(-c3ccccc3)c(F)c2)cc1,87902.25
685,CHEMBL1164245,COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCNC1.Cl,87600.0
686,CHEMBL353688,CS(=O)(=O)c1ccc(-c2ccccc2-c2cccnc2)cc1,87000.0
687,CHEMBL1956390,Cc1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,87000.0
688,CHEMBL99167,CS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(O)cc2)cc1,86000.0
689,CHEMBL1164396,COc1ccc2c(c1)c1c(n2C(=O)c2ccc(Br)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,85400.0
690,CHEMBL1957569,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,85000.0
691,CHEMBL5431461,N#Cc1c(-c2ccccc2Cl)nc2c(/N=N/c3ccc(O)cc3)c(N)nn2c1N,84830.0
692,CHEMBL319244,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,82000.0
693,CHEMBL4281362,NS(=O)(=O)c1ccc(-c2cc(-c3ccc(F)cc3)no2)cc1,81200.0
694,CHEMBL52229,COc1ccc2ccc(=O)oc2c1CC=C(C)C,81100.0
695,CHEMBL15904,CN1C(NC(=N)N)=NC(=O)/C1=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,81000.0
696,CHEMBL4160157,Cc1ccc(S(=O)(=O)NCCOc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,80000.0
697,CHEMBL480462,Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@H]3[C@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@@H]23)cc1,80000.0
698,CHEMBL5423515,CCOC(=O)C1=Nc2c(/N=N/c3ccc(O)cc3)c(N)nn2C1=O,79320.0
699,CHEMBL280471,CCONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)O1,79000.0
700,CHEMBL110448,Cc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2cccnc2)n1,79000.0
701,CHEMBL1163237,COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,78300.0
702,CHEMBL2087935,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,78200.0
703,CHEMBL338105,CS(=O)(=O)c1ccc(C2=C(c3ccc(C#N)cc3)CCC2)cc1,77900.0
704,CHEMBL4787953,CC1N(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,76800.0
705,CHEMBL2315855,O=C(N[C@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,76600.0
706,CHEMBL1814725,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(C(=O)[O-])cc1.[Na+].[Na+],76000.0
707,CHEMBL373867,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCC(CO[N+](=O)[O-])O[N+](=O)[O-])c(F)c2)cc1,76000.0
708,CHEMBL4169332,[N-]=[N+]=NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,75000.0
709,CHEMBL3810027,COC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,75000.0
710,CHEMBL2158356,Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,74910.0
711,CHEMBL26915,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,74900.0
712,CHEMBL1086883,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,74800.0
713,CHEMBL1088302,O=C(Nc1ccc(-c2cccc(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,74700.0
714,CHEMBL3774572,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CC3)c2)c(F)c1,74300.0
715,CHEMBL436990,OC[C@@H]1[C@@H]([C@H](O)c2ccc(O)c(O)c2)CO[C@@H]1c1ccc(O)c(O)c1,73900.0
716,CHEMBL464610,CC(C)=CCC12Oc3cc(O)ccc3C1(O)Oc1cc(O)c([C@H]3C=C(C)C[C@@H](c4ccc(O)cc4O)[C@@H]3C(=O)c3ccc(O)cc3O)c(O)c1C2=O,73000.0
717,CHEMBL2171272,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,72300.0
718,CHEMBL1814717,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccc(OC(F)(F)F)cc2)c1.[Na+],72000.0
719,CHEMBL126345,CS(=O)(=O)c1ccc(-c2[nH]c(SC#N)cc2-c2ccc(F)cc2)cc1,72000.0
720,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,71500.0
721,CHEMBL5281865,CC(=O)N(CN1C(=O)/C(=C\c2nnc(-c3ccc(-c4ccncc4)cc3)s2)c2ccccc21)C1C(c2ccc(O)cc2)=NNC1S,71120.0
722,CHEMBL28545,NS(=O)(=O)c1ccc(-n2nc(C(=O)O)c(Cl)c2-c2ccc(Cl)cc2)cc1,70000.0
723,CHEMBL4167707,O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)c1ccccc1F,70000.0
724,CHEMBL4173819,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,70000.0
725,CHEMBL1814720,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccccc1.[Na+],70000.0
726,CHEMBL1086612,O=C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,70000.0
727,CHEMBL4538175,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(CCO)cc2)cc1,70000.0
728,CHEMBL2158362,CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCOCC1,69940.0
729,CHEMBL3290192,O=C(/C=C/c1ccc(N2CCCC2)cc1)/C=C/c1ccc(N2CCCC2)cc1,69820.0
730,CHEMBL159303,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,69700.0
731,CHEMBL1956395,CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc([N+](=O)[O-])cc2)cc1,69000.0
732,CHEMBL338914,CS(=O)(=O)c1ccc(-c2[nH]c(Cl)c(Cl)c2-c2ccc(F)cc2)cc1,69000.0
733,CHEMBL3236777,CNC(=O)c1nc(-c2cc(OC)c(OC)c(OC)c2)n(-c2ccc(OC)cc2)n1,68200.0
734,CHEMBL3402326,COc1ccc2cc(C(C)c3nc4s/c(=C\c5cccc6ccccc56)c(=O)n4n3)ccc2c1,68200.0
735,CHEMBL2380867,Cc1ccc(-c2noc(C)c2-c2ccccc2)o1,68200.0
736,CHEMBL295707,COCc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,68100.0
737,CHEMBL5402860,COC(=O)c1cc(=O)n2nc(N)c(/N=N/c3ccc(O)cc3)c2[nH]1,67530.0
738,CHEMBL3309821,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1cccc2ccccc12,67130.0
739,CHEMBL3265350,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1,67000.0
740,CHEMBL319999,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,66000.0
741,CHEMBL147016,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccc([N+](=O)[O-])cc2)c1Cl,66000.0
742,CHEMBL358097,CCCSc1ccccc1OC(C)=O,66000.0
743,CHEMBL316786,CS(=O)(=O)c1ccc(-c2cc(Sc3ccccc3)sc2-c2ccc(F)cc2)cc1,66000.0
744,CHEMBL358222,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccccc2)c1Cl,66000.0
745,CHEMBL146920,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOC(C)(C)C)c1Cl,66000.0
746,CHEMBL148545,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCOc2ccccc2)c1Cl,66000.0
747,CHEMBL316484,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,66000.0
748,CHEMBL97130,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)cn2C(=O)c1ccc(Cl)cc1,66000.0
749,CHEMBL95640,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)cn2C(=O)c1ccc(Cl)cc1,66000.0
750,CHEMBL519521,O=C(O)c1ccccc1/N=C/c1coc2ccccc2c1=O,65720.0
751,CHEMBL1275940,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1Br.[Na+],65300.0
752,CHEMBL275809,COc1ccc(-c2nc(C(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1,65000.0
753,CHEMBL129215,CCC1(CC)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,65000.0
754,CHEMBL497678,CC(C(=O)OCCO[N+](=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12,65000.0
755,CHEMBL283425,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccncc2)cc1,64700.0
756,CHEMBL419777,CS(=O)(=O)c1ccc(-c2[nH]c(C#N)cc2-c2ccc(F)cc2)cc1,64400.0
757,CHEMBL2087937,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,63000.0
758,CHEMBL339890,CS(=O)(=O)c1ccc(-c2[nH]c([N+](=O)[O-])cc2-c2ccc(F)cc2)cc1,63000.0
759,CHEMBL29492,Cc1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,62800.0
760,CHEMBL376583,COc1ccccc1C1=Cc2ccccc2C1,62300.0
761,CHEMBL1630247,CC1CCCC(C)N1Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,62200.0
762,CHEMBL1956385,NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(Cl)cc2)cc1,62000.0
763,CHEMBL5430086,Nc1n[nH]c(N=c2c(=O)c3ccccc3c2=O)c1/N=N/c1ccc(O)cc1,61440.0
764,CHEMBL3290196,O=C(/C=C/c1ccc(N2CCCC2)cc1)C1CCc2ccccc2C1=O,61230.0
765,CHEMBL3309826,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1cccc2c1OCO2,60980.0
766,CHEMBL1201124,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,60500.0
767,CHEMBL4742775,COc1ccc2c(c1)c(CCNC(C)=O)cn2C(=O)c1ccc(Cl)cc1,60000.0
768,CHEMBL4173674,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(NCc3ccccc3)n2)cc1,60000.0
769,CHEMBL307606,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(=O)O)cc2)cc1,59000.0
770,CHEMBL3265346,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1,58000.0
771,CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,58000.0
772,CHEMBL1086884,Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1C,57700.0
773,CHEMBL3309832,Cc1ccc(S(=O)(=O)N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,57360.0
774,CHEMBL3309957,O=C1/C(=C/c2ccc(N3CCCC3)cc2)CN(Cc2ccccc2)C/C1=C\c1ccc(N2CCCC2)cc1,57220.0
775,CHEMBL170780,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc3ccccc3n2)cc1,57000.0
776,CHEMBL3113227,O=S(=O)(C1CC1)N(c1ccncc1Nc1ccccc1)S(=O)(=O)C1CC1,56760.0
777,CHEMBL4170326,COc1ccc2ccc(=O)oc2c1C/C=C(\C)COC(=O)CC(C)C,56400.0
778,CHEMBL4579212,CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2,56100.0
779,CHEMBL219893,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCO)c(F)c2)cc1,56000.0
780,CHEMBL1956384,NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,56000.0
781,CHEMBL3808774,COC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,56000.0
782,CHEMBL127203,Cn1c(Br)c(Br)c(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,55670.0
783,CHEMBL433287,CONC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,55000.0
784,CHEMBL3810231,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)O,55000.0
785,CHEMBL16048,CC(C)(C)c1cc(/C=C2\SC(NC#N)=NC2=O)cc(C(C)(C)C)c1O,55000.0
786,CHEMBL5091817,CCOC(=O)Cn1nncc1CO[C@@H](C(=O)OCC)[C@@H](O)C(=O)OCC,55000.0
787,CHEMBL3290194,O=C1/C(=C/c2ccc(N3CCCC3)cc2)Cc2ccccc21,54640.0
788,CHEMBL3309953,O=C1/C(=C/c2ccc(N3CCCC3)cc2)CCC/C1=C\c1ccc(N2CCCC2)cc1,54320.0
789,CHEMBL320986,Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,54000.0
790,CHEMBL5081272,COC(=O)[C@H](Cc1ccccc1)n1nncc1COc1ccc2ccccc2c1-c1c(OCc2cnnn2[C@@H](Cc2ccccc2)C(=O)OC)ccc2ccccc12,54000.0
791,CHEMBL4546047,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OCC)CC1)C2=O,53900.0
792,CHEMBL1163243,COc1ccc2c(c1)c1c(n2C(=O)c2ccc(F)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,53600.0
793,CHEMBL5288176,COc1ccc(C2=NNC(S)C2N(CN2C(=O)/C(=C\c3nnc(-c4ccc(-c5ccc(OC)cc5)cc4)s3)c3ccccc32)C(=O)c2ccccc2)cc1,53100.0
794,CHEMBL3265353,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,53000.0
795,CHEMBL7162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,53000.0
796,CHEMBL4527978,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,52970.0
797,CHEMBL1939437,O=C(O)/C=C/c1ccc2c(c1)O[C@@H](C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2,52600.0
798,CHEMBL2158365,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,52390.0
799,CHEMBL292607,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)nc1,52300.0
800,CHEMBL2087939,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,51800.0
801,CHEMBL31060,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(OC)cc1,51300.0
802,CHEMBL148691,CCSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1,51200.0
803,CHEMBL326005,Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,51000.0
804,CHEMBL321898,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccsc2)cc1,51000.0
805,CHEMBL1632404,CS(=O)(=O)c1ccc(C2=NN(C(N)=S)C(c3ccccc3)C2)cc1,50310.0
806,CHEMBL2158360,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cc1C#N,50250.0
807,CHEMBL540943,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
808,CHEMBL1171448,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
809,CHEMBL259972,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,50000.0
810,CHEMBL344960,CC(=O)Oc1ccccc1SCCCCC(=O)O,50000.0
811,CHEMBL146005,CC(=O)OCCCCCSc1ccccc1OC(C)=O,50000.0
812,CHEMBL4544804,COc1ccc(-c2c(-c3ccc(N)cc3)noc2C)cc1,50000.0
813,CHEMBL4570802,COc1ccc(-c2c(-c3ccc(F)cc3)noc2CC(=O)O)cc1,50000.0
814,CHEMBL4465969,COc1ccc(-c2c(-c3ccc(N)cc3)noc2CC(=O)O)cc1,50000.0
815,CHEMBL4590829,C=Cc1onc(-c2ccc(OC)cc2)c1-c1ccc(OC)cc1,50000.0
816,CHEMBL4513580,Cc1onc(-c2ccc([N+](=O)[O-])cc2)c1-c1ccc(F)cc1,50000.0
817,CHEMBL506880,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@@H]7CC(C)(C)CC[C@]7(C(=O)O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,50000.0
818,CHEMBL1171454,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
819,CHEMBL1171452,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
820,CHEMBL4567742,COc1ccc(-c2c(-c3ccc(NC(C)=O)cc3)noc2CC(=O)O)cc1,50000.0
821,CHEMBL4470970,COc1ccc(-c2c(-c3ccc(F)cc3)noc2C)cc1,50000.0
822,CHEMBL4557726,COc1ccc(-c2c(-c3ccc([N+](=O)[O-])cc3)noc2C)cc1,50000.0
823,CHEMBL4788569,COc1ccc(-c2noc(CC(=O)NCCCCCCNC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)cc1,50000.0
824,CHEMBL4749219,COc1ccc(-c2noc(CC(=O)NCCCCNC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)cc1,50000.0
825,CHEMBL1171453,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
826,CHEMBL514950,COc1ccc(-c2sncc2-c2ccc(C)cc2)cc1,50000.0
827,CHEMBL4864897,CC(C)(O)COc1ncc(CO)cc1-c1ccc(S(C)(=O)=O)cc1,50000.0
828,CHEMBL475545,Cc1ccc(-c2c(-c3ccc(Cl)cc3)ssc2=O)cc1,50000.0
829,CHEMBL522624,COc1ccc(-c2sncc2-c2ccc(Cl)cc2)cc1,50000.0
830,CHEMBL504541,Cc1ccc(-c2ssc(=O)c2-c2ccc(Cl)cc2)cc1,50000.0
831,CHEMBL538919,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
832,CHEMBL489702,CS(=O)(=O)c1ccc(-c2ssc(=S)c2-c2ccc(F)cc2)cc1,50000.0
833,CHEMBL489701,CS(=O)(=O)c1ccc(-c2ssc(=S)c2-c2ccccc2)cc1,50000.0
834,CHEMBL491090,Oc1ccc(-c2cnsc2-c2ccc(O)cc2)cc1,50000.0
835,CHEMBL515547,Cc1ccc(-c2ssc(=S)c2-c2ccc(S(C)(=O)=O)cc2)cc1,50000.0
836,CHEMBL1171250,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0
837,CHEMBL524133,Cc1ccc(-c2cnsc2-c2ccc(Cl)cc2)cc1,50000.0
838,CHEMBL472722,Oc1ccc(-c2ssc(=S)c2-c2ccc(O)cc2)cc1,50000.0
839,CHEMBL3400662,CCC(C)C(=O)O[C@@]12[C@H](OC(C)=O)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,50000.0
